name,sentence_id,new_name,,
Polychrome,913,Polly the Rainbow,,
Dorothy,916,Dorothy the Lamb,,
Button,916,Button,,
Button-Bright,916,Button-Bright,,
Polly,916,Polly the Rainbow,,
Toto,916,Toto,,
Rainbow,917,Rainbow,,
Dorothy,918,Dorothy the Lamb,,
Button,919,Button,,
Button-Bright,919,Button-Bright,,
Dorothy,920,Dorothy the Lamb,,
Polychrome,921,Polly the Rainbow,,
Ozma,923,Royal Ozma,,
Button,924,Button,,
Button-Bright,924,Button-Bright,,
Rainbow,926,Rainbow,,
Button,928,Button,,
Button-Bright,928,Button-Bright,,
Toto,930,Toto,,
Dorothy,930,Dorothy the Lamb,,
Toto,931,Toto,,
Dorothy,937,Dorothy the Lamb,,
Button,938,Button,,
Button-Bright,938,Button-Bright,,
Dorothy,942,Dorothy the Lamb,,
Toto,943,Toto,,
Button,945,Button,,
Button-Bright,945,Button-Bright,,
Dorothy,947,Dorothy the Lamb,,
Polychrome,947,Polly the Rainbow,,
Polychrome,949,Polly the Rainbow,,
Polly,950,Polly the Rainbow,,
Dorothy,950,Dorothy the Lamb,,
Polychrome,955,Polly the Rainbow,,
Dorothy,956,Dorothy the Lamb,,
Button,957,Button,,
Button-Bright,957,Button-Bright,,
Toto,958,Toto,,
Dorothy,958,Dorothy the Lamb,,
Dorothy,960,Dorothy the Lamb,,
Dorothy,968,Dorothy the Lamb,,
Button,969,Button,,
Button-Bright,969,Button-Bright,,
Polychrome,972,Polly the Rainbow,,
Dorothy,972,Dorothy the Lamb,,
Dorothy,979,Dorothy the Lamb,,
Button,982,Button,,
Button-Bright,982,Button-Bright,,
Toto,982,Toto,,
Button,994,Button,,
Button-Bright,994,Button-Bright,,
Toto,995,Toto,,
Toto,996,Toto,,
Toto,998,Toto,,
Dorothy,998,Dorothy the Lamb,,
Rainbow,999,Rainbow,,
Dorothy,1003,Dorothy the Lamb,,
Dorothy,1012,Dorothy the Lamb,,
Button,1014,Button,,
Button-Bright,1014,Button-Bright,,
Dorothy,1014,Dorothy the Lamb,,
Polly,1014,Polly the Rainbow,,
Button,1016,Button,,
Button-Bright,1016,Button-Bright,,
Rainbow,1019,Rainbow,,
Scoodlers,1020,Scoodlers,,
Dorothy,1021,Dorothy the Lamb,,
Scoodlers,1022,Scoodlers,,
Scoodlers,1027,Scoodlers,,
Dorothy,1028,Dorothy the Lamb,,
Button,1038,Button,,
Button-Bright,1038,Button-Bright,,
Dorothy,1041,Dorothy the Lamb,,
Polly,1042,Polly the Rainbow,,
Scoodlers,1048,Scoodlers,,
Polychrome,1055,Polly the Rainbow,,
Polly,1056,Polly the Rainbow,,
Dorothy,1057,Dorothy the Lamb,,
Button,1057,Button,,
Button-Bright,1057,Button-Bright,,
Polychrome,1058,Polly the Rainbow,,
Rainbow,1059,Rainbow,,
Dorothy,1061,Dorothy the Lamb,,
Polly,1061,Polly the Rainbow,,
Button,1062,Button,,
Button-Bright,1062,Button-Bright,,
Dorothy,1063,Dorothy the Lamb,,
Toto,1063,Toto,,
Polly,1063,Polly the Rainbow,,
Button,1064,Button,,
Button-Bright,1064,Button-Bright,,
Scoodlers,1065,Scoodlers,,
Dorothy,1067,Dorothy the Lamb,,
Polly,1067,Polly the Rainbow,,
Scoodlers,1067,Scoodlers,,
Button,1068,Button,,
Button-Bright,1068,Button-Bright,,
Dorothy,1068,Dorothy the Lamb,,
Scoodlers,1070,Scoodlers,,
Scoodlers,1076,Scoodlers,,
Button,1077,Button,,
Button-Bright,1077,Button-Bright,,
Scoodlers,1079,Scoodlers,,
Scoodlers,1080,Scoodlers,,
Dorothy,1081,Dorothy the Lamb,,
Button,1082,Button,,
Button-Bright,1082,Button-Bright,,
Dorothy,1094,Dorothy the Lamb,,
Button,1096,Button,,
Button-Bright,1096,Button-Bright,,
Dorothy,1097,Dorothy the Lamb,,
Rainbow,1098,Rainbow,,
Button,1100,Button,,
Button-Bright,1100,Button-Bright,,
Polly,1101,Polly the Rainbow,,
Dorothy,1101,Dorothy the Lamb,,
Toto,1104,Toto,,
Button,1106,Button,,
Button-Bright,1106,Button-Bright,,
Dorothy,1111,Dorothy the Lamb,,
Polly,1111,Polly the Rainbow,,
Polychrome,1112,Polly the Rainbow,,
Dorothy,1113,Dorothy the Lamb,,
Polychrome,1114,Polly the Rainbow,,
Dorothy,1115,Dorothy the Lamb,,
Ozma,1118,Royal Ozma,,
Nome King,1118,Roquat of the Rocks,,
Polly,1120,Polly the Rainbow,,
Button,1122,Button,,
Button-Bright,1122,Button-Bright,,
Love Magnet,1123,Love Magnet,,
Dorothy,1124,Dorothy the Lamb,,
Johnny Dooit,1125,Johnny Dooit,,
Johnny,1126,Johnny Dooit,,
Johnny Dooit,1129,Johnny Dooit,,
Dorothy,1135,Dorothy the Lamb,,
Johnny Dooit,1135,Johnny Dooit,,
Johnny,1136,Johnny Dooit,,
Shaggy Man,1141,Shaggy Man,,
Johnny Dooit,1142,Johnny Dooit,,
Dorothy,1142,Dorothy the Lamb,,
Toto,1142,Toto,,
Button,1142,Button,,
Button-Bright,1142,Button-Bright,,
Rainbow,1142,Rainbow,,
Dorothy,1142,Dorothy the Lamb,,
Johnny Dooit,1144,Johnny Dooit,,
Dorothy,1149,Dorothy the Lamb,,
Johnny Dooit,1153,Johnny Dooit,,
Dorothy,1155,Dorothy the Lamb,,
Johnny Dooit,1156,Johnny Dooit,,
Dorothy,1158,Dorothy the Lamb,,
Johnny Dooit,1161,Johnny Dooit,,
Dorothy,1167,Dorothy the Lamb,,
Button,1167,Button,,
Button-Bright,1167,Button-Bright,,
Polly,1167,Polly the Rainbow,,
Johnny Dooit,1168,Johnny Dooit,,
Johnny Dooit,1171,Johnny Dooit,,
Dorothy,1179,Dorothy the Lamb,,
Johnny Dooit,1179,Johnny Dooit,,
Dorothy,1187,Dorothy the Lamb,,
Toto,1187,Toto,,
Button,1188,Button,,
Button-Bright,1188,Button-Bright,,
Dorothy,1188,Dorothy the Lamb,,
Polly,1188,Polly the Rainbow,,
Dorothy,1195,Dorothy the Lamb,,
Polychrome,1196,Polly the Rainbow,,
Dorothy,1204,Dorothy the Lamb,,
Button,1204,Button,,
Button-Bright,1204,Button-Bright,,
Toto,1204,Toto,,
Polly,1204,Polly the Rainbow,,
Toto,1205,Toto,,
Dorothy,1207,Dorothy the Lamb,,
Polly,1208,Polly the Rainbow,,
Button,1208,Button,,
Button-Bright,1208,Button-Bright,,
Button,1209,Button,,
Button-Bright,1209,Button-Bright,,
Dorothy,1213,Dorothy the Lamb,,
Dorothy,1226,Dorothy the Lamb,,
Button,1233,Button,,
Button-Bright,1233,Button-Bright,,
