name,sentence_id,title,first,middle,last,suffix,nickname,gender
Wizard,1734,none,Wizard,none,none,none,none,male
Ozma,1736,none,Ozma,none,none,none,none,female
Wizard,1736,none,Wizard,none,none,none,none,male
Oz,1736,none,Oz,none,none,none,none,male
Oz,1736,none,Oz,none,none,none,none,male
Ozma,1737,none,Ozma,none,none,none,none,female
Wizard,1739,none,Wizard,none,none,none,none,male
Oscar Zoroaster Phadrig Isaac Norman Henkle Emmannuel Ambroise Diggs,1740,none,Oscar,Zoroaster Phadrig Isaac Norman Henkle Emmannuel Ambroise,Diggs,none,none,male
Diggs,1740,none,Diggs,none,none,none,none,male
Ozma,1743,none,Ozma,none,none,none,none,female
Wizard,1745,none,Wizard,none,none,none,none,male
Wizard,1747,none,Wizard,none,none,none,none,male
Wizard,1754,none,Wizard,none,none,none,none,male
Oz,1754,none,Oz,none,none,none,none,male
Wizard,1756,none,Wizard,none,none,none,none,male
Witch,1756,none,Witch,none,none,none,none,female
Dorothy,1760,none,Dorothy,none,none,none,none,female
Ozma,1763,none,Ozma,none,none,none,none,female
Ozma,1764,none,Ozma,none,none,none,none,female
Wicked Witch,1765,none,Wicked,none,Witch,none,none,male
Mombi,1765,none,Mombi,none,none,none,none,female
Wizard,1768,none,Wizard,none,none,none,none,male
Ozma,1769,none,Ozma,none,none,none,none,female
Witch,1769,none,Witch,none,none,none,none,female
Mombi,1769,none,Mombi,none,none,none,none,female
Glinda,1769,none,Glinda,none,none,none,none,female
Witch,1769,none,Witch,none,none,none,none,female
Mombi,1770,none,Mombi,none,none,none,none,female
Wizard,1773,none,Wizard,none,none,none,none,male
Wizard,1774,none,Wizard,none,none,none,none,male
Wizard,1782,none,Wizard,none,none,none,none,male
Dorothy,1782,none,Dorothy,none,none,none,none,female
Ozma,1783,none,Ozma,none,none,none,none,female
Oz,1784,none,Oz,none,none,none,none,male
Zeb,1784,none,Zeb,none,none,none,none,male
Dorothy,1786,none,Dorothy,none,none,none,none,female
Scarecrow,1787,none,Scarecrow,none,none,none,none,male
Dorothy,1787,none,Dorothy,none,none,none,none,female
Wizard,1788,none,Wizard,none,none,none,none,male
Scarecrow,1790,none,Scarecrow,none,none,none,none,male
Oz,1791,none,Oz,none,none,none,none,male
Jinjur,1793,none,Jinjur,none,none,none,none,female
Ozma,1794,none,Ozma,none,none,none,none,female
Glinda the Good,1794,none,Glinda the Good,none,none,none,none,female
Nick Chopper,1794,none,Nick,none,Chopper,none,none,male
Tin Woodman,1794,none,Tin,none,Woodman,none,none,male
Dorothy,1796,none,Dorothy,none,none,none,none,female
Billina,1797,none,Billina,none,none,none,none,female
Ozma,1799,none,Ozma,none,none,none,none,female
Billina,1800,none,Billina,none,none,none,none,female
Dorothy,1801,none,Dorothy,none,none,none,none,female
Billina,1801,none,Billina,none,none,none,none,female
Eureka,1803,none,Eureka,none,none,none,none,female
Dorothy,1803,none,Dorothy,none,none,none,none,female
